Area	Type	**	Abbr	Word	Translation	Link	
16	N			sequential order		sequentlrdr	
16	N			sequential processing		sequential	
11	A			sequential search		linearSearch	
3	D			set cover		setcover	
3	D			set covering problem		setcover	
3	P			set packing		setpacking	
14	S			shadow heap		shadowheap	
14	A			shadow merge		shadowmerge	
14	A			shadow merge insert		shadowmrgins	
12	A			shaker sort		bidirectbubl	
16	N			Shannon-Fano coding		shannonFano	
16	N			shape heuristic		shapeherstc	
16	N			shape parameter		shapeparmtr	
16	N			shared structure		shared	
11	A			Shift-Or		shiftOr	
9	D			short cutting		pointerjump	
9	D			shortcutting		pointerjump	
3	D			shortest common supersequence		shortestCommonSuperseq	
3	D			shortest common superstring		shortestCommonSuperseq	
3	A			shuffle		permutation	
14	D			sibling		sibling	
16	N			Sierpinski curve		sierpinskcrv	
8	A			sieve of Eratosthenes		sieve	
14	A			sift up		siftup	
11	A			Simon's algorithm		simonsAlgo	
11	A			Simon algorithm		simonsAlgo	
16	N			simple uniform hashing		simplnfrmhsh	
11	A			simplex		simplex	
11	A			simulated annealing		simulatedAnnealing	
9	D			single program multiple data		singleprogrm	
16	N			single rotation		singlerottn	
14	S			skd-tree		skdtree	
16	N			skew heap		skewHeap	
11	S			skip list		skiplist	
11	A			Skip Search		skipSearch	
11	A			Smith-Waterman algorithm		smithWaterman	
11	A			Smith algorithm		smithAlgorithm	
16	N			Smoothsort		smoothsort	
16	N			snowflake		snowflake	
11	S			sorted array		sortedarray	
11	A			sorted array search		sortedarsrch	
11	S			sorted list		sortedlist	
2	A			soundex		soundex	
14	S			spaghetti stack		cactusstack	
14	D			spanning tree		spanningtree	
11	D			sparsity		sparsity	
11	D			spatial access method		spatialAccessMethod	
16	N			spectral test		spectraltest	
14	S			splay tree		splaytree	
14	S			splaying		splaytree	
16	N			split-sequence hashing		splitsequnc	
9	D			SPMD		singleprogrm	
16	N			st-digraph		stdigraph	
16	N			start symbol		startsymbol	
3	D			static		static	
4	A			static Huffman encoding		huffmanEncoding	
16	N			static table		statictable	
16	N			static tree		statictree	
16	N			Steiner arborescence		steinerArbor	
3	A			Steinhaus-Johnson-Trotter		johnsonTrotter	
16	N			straight merge sort		strghtmrgsrt	
3	D			string editing problem		stringedit	
11	P			string matching		stringMatching	
11	A			string matching on ordered alphabets		stringMatchOrdAlphabet	
11	A			string matching with errors		stringMatchwError	
11	A			string matching with mismatches		stringMatchwMismatch	
11	P			string search		stringMatching	
11	P			string searching		stringMatching	
16	N			string similarity search		stringsimsr	
3	P			strip packing		strippacking	
7	A			strong bisimulation partitioning		strongbisim	
16	N			strongly connected		stronglyConnected	
16	N			strongly connected components		stronglyConnectedCompo	
13	D			strongly NP-hard		stronglyNP	
11	D			subsequence		subsequence	
11	D			substring		substring	
14	D			subtree		subtree	
11	D			subword		substring	
11	D			suffix		suffix	
11	S			suffix array		suffixarray	
14	S			suffix tree		suffixtree	
4	D			superimposed code		superimposedCode	
16	N			superimposition		superimpstn	
14	S			symmetric binary B-tree		redblack	
9	T			symmetry breaking		symmetrybrek	
16	N			tape searching		tapesearch	
16	N			terminal symbol		terminalsymb	
11	S			ternary search tree		ternarySearchTree	
11	P			text match		stringMatching	
11	P			text searching		stringMatching	
14	S			threaded binary tree		threadedBinaryTree	
14	S			threaded tree		threadedtree	
16	N			three-way radix quicksort		threeWayRadixQuicksort	
13	D			time-constructible function		time	
14	D			topology tree		topologytree	
9	A			tournament		tournament	
3	P			towers of Hanoi		towersOfHanoi	
3	D			transitive closure		transitiveClosure	
16	N			transitive edge		transitivedg	
16	N			transpose heuristic		transpose	
16	N			transpose heuristic tree		transpose1	
11	A			transpose sequential search		transposeSeqSearch	
14	S			treap		treap	
14	S			tree		tree	
9	D			tree contraction		treecontrctn	
3	D			tree editing problem		treeedit	
16	N			tree searching		treesearch	
14	D			tree traversal		treetravrsl	
14	S			trie		trie	
3	A			tripartition		tripartition	
11	S			TST		ternarySearchTree	
11	A			Turbo-BM		turboBM	
11	A			Turbo Reverse Factor		turboRevFact	
11	S			twin grid file		twingridfl	
16	N			two-dimensional search		twodimensrch	
11	S			two-level grid file		twolevgrid	
11	A			Two Way algorithm		twoWay	
16	N			unary node		unarynode	
16	N			uncertainty searching		uncertainty	
11	A			uniform hashing		uniformhashn	
16	N			uniform probing hashing		uniformprob	
16	N			universal class of hashing functions		universal	
11	D			universal hashing		universalhsh	
12	A			UnShuffle sort		unshufflsort	
14	S			Van Emde-Boas priority queue		vanemdeboas	
16	N			virtual hashing		virtualHashing	
11	S			weak-heap		weakheap	
14	S			weight-balanced tree		weightbaltre	
16	N			Williams' insertion algorithm		williams	
11	D			window		window	
3	D			witness		witness	
9	D			work		work	
9	D			work-depth model		workdepthmdl	
9	D			work-efficient		workefficint	
9	D			work-preserving		workpreserv	
11	D			worst-case minimum access		worstCaseMinimumAccess	
4	D			Yule distribution		zipfian	
11	A			Zhu-Takaoka		zhuTakaoka	
4	D			Zipf's law		zipfslaw	
4	D			Zipfian distribution		zipfian	
